State/Local, Condition, BR Key, Bridge Id, County, Municipality, Location/Structure Name, Feature Carried, Feature Intersected, Owner, Length (ft), Deck Area (sq ft), Number of Spans, Material, Structure Type, Year Built, Posting Status, Weight Limit Single, Weight Limit Combination, Deck Condition, Superstructure Condition, Substructure Condition, Culvert Condition, Planning Partner, Average Daily Traffic
"L","Fair","2221","02711800001002","ALLEGHENY","Shaler Township","118002 OV LITTLE PINE CRK","HODIL RD","LITTLE PINE CREEK","TOWN OR TOWNSHIP HIGHWAY AGENCY","33","966.90","1","Steel","I beams","1960","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2223","02711800001004","ALLEGHENY","Shaler Township","118004 OVER GIRTYS RUN","MARVIN AV","GIRTYS RUN","TOWN OR TOWNSHIP HIGHWAY AGENCY","63","976.50","1","Steel","I beams","1936","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","5 - Fair","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2224","02711800001005","ALLEGHENY","Shaler Township","118005 OVER PINE CREEK","SPENCER LN","PINE CREEK","TOWN OR TOWNSHIP HIGHWAY AGENCY","77","1239.70","1","Prestressed precast concrete (P/S)","Box beam - adj","1936","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2225","02711800001006","ALLEGHENY","Shaler Township","118006 200' E/0008 (PI07)","FALL RUN RD","PINE CREEK","TOWN OR TOWNSHIP HIGHWAY AGENCY","121","3751","1","Steel","I beams","1993","POSTED FOR LOAD","31","34","6 - Satisfactory","7 - Good","7 - Good","N - Not applicable.","SPC","null"
"L","Fair","2227","02711800002615","ALLEGHENY","Shaler Township","PI15   PINE CREEK NO. 15","OLD-BUTLER-PLNK RD","PINE CREEK","COUNTY HIGHWAY AGENCY","99","3613.50","1","Prestressed precast concrete (P/S)","Box beam - adj","1915","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2228","02711800002705","ALLEGHENY","Shaler Township","PS05   PINE CR,S.BR., #5","MCELHENY RD","PINE CREEK SOUTH BRANCH","COUNTY HIGHWAY AGENCY","32","755.20","1","Concrete (cast in place)","Arch deck - closed","1914","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","5 - Fair","5 - Fair","N - Not applicable.","SPC","null"
"L","Fair","2230","02711820582616","ALLEGHENY","Shaler Township","PI16   PINE CREEK NO. 16","OLD BUTLER PLNK RD","PINE CREEK","COUNTY HIGHWAY AGENCY","61","1799.50","1","Concrete (cast in place)","Arch deck - closed","1915","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","5 - Fair","5 - Fair","N - Not applicable.","SPC","null"
"L","Fair","2241","02711900002455","ALLEGHENY","South Fayette Township","MS05   MILLERS RUN NO. 5","MORGAN HILL RD","MILLERS RUN","COUNTY HIGHWAY AGENCY","57","1841.10","1","Steel","I beams","1890","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2242","02711900002456","ALLEGHENY","South Fayette Township","MS06   MILLERS RUN NO. 6","PARKS RUN RD","MILLERS RUN","COUNTY HIGHWAY AGENCY","53","1664.20","1","Steel","I beams","1890","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2245","02712300001001","ALLEGHENY","Upper Saint Clair Township","123001 UPPER ST CLAIR TWP","WALTHER LN","GRASSER RUN","TOWN OR TOWNSHIP HIGHWAY AGENCY","24","456","2","Steel","Arch deck - closed","1976","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2249","02712362422506","ALLEGHENY","Upper Saint Clair Township","PA06 PAINTERS RUN NO. 6","BOWER HILL RD","PAINTERS RUN","COUNTY HIGHWAY AGENCY","20","700","1","Concrete (cast in place)","Arch culvert","1934","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","null"
"L","Fair","2250","02712362422507","ALLEGHENY","Upper Saint Clair Township","PA07   PAINTERS RUN NO. 7","BOWER HILL RD","PAINTERS RUN","COUNTY HIGHWAY AGENCY","31","1860","2","Concrete (cast in place)","Box culvert","1927","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","null"
"L","Fair","2251","02712362422508","ALLEGHENY","Upper Saint Clair Township","PA08   PAINTERS RUN NO. 8","BOWER HILL RD","PAINTERS RUN","COUNTY HIGHWAY AGENCY","54","2052","2","Concrete (cast in place)","Box culvert","1927","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","5 - Fair","5 - Fair","5 - Fair","SPC","null"
"L","Fair","2253","02712500002291","ALLEGHENY","Glenfield Borough","KL11   KILBUCK RUN NO. 11","GLENFIELD RD","KILBUCK RUN TRIB","COUNTY HIGHWAY AGENCY","22","734.80","1","Concrete (precast)","Slab (solid)","1992","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","5 - Fair","7 - Good","N - Not applicable.","SPC","null"
"L","Fair","2256","02720200001001","ALLEGHENY","Fawn Township","202001 OVER BULL CREEK","GRIMM RD","BULL CREEK","TOWN OR TOWNSHIP HIGHWAY AGENCY","39","975","1","Steel","Arch culvert","1984","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","null"
"L","Fair","2257","02720200002046","ALLEGHENY","Fawn Township","BF06   BULL CREEK #6","THOMPSON RD","BULL CREEK","COUNTY HIGHWAY AGENCY","44","1122","1","Prestressed precast concrete (P/S)","Box beam - adj","1900","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","9 - Excellent","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2261","02720300001108","ALLEGHENY","Findlay Township","OPA108 AP02  AIRPORT 5-2","RAMP EP-W RD","RAMP DP-W","OTHER LOCAL AGENCIES","1366","43438.80","15","Steel","I beams","1992","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","7 - Good","7 - Good","N - Not applicable.","SPC","null"
"L","Fair","2264","02720300001109","ALLEGHENY","Findlay Township","OPA109 AP05  AIRPORT 10-1","RAMP EP-W RD","RAMP EP-E(NORTH)","OTHER LOCAL AGENCIES","100","3680","1","Steel","I beams","1992","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","5 - Fair","7 - Good","N - Not applicable.","SPC","null"
"L","Fair","2266","02720300001111","ALLEGHENY","Findlay Township","OPA111 AIRPORT 10-4 AP07","RAMP CM RD","RAMP EP-E","OTHER LOCAL AGENCIES","100","2450","1","Steel","I beams","1992","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","6 - Satisfactory","7 - Good","N - Not applicable.","SPC","null"
"L","Fair","2267","02720300001112","ALLEGHENY","Findlay Township","OPA112 AP08  AIRPORT 10-5","RENTAL ACCESS RD","RAMP EP-E","OTHER LOCAL AGENCIES","97","3928.50","1","Steel","I beams","1992","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2268","02720300001113","ALLEGHENY","Findlay Township","OPA113 AP09  AIRPORT 10-6","RAMP EP-W RD","RENTAL CAR ACCESS ROAD","OTHER LOCAL AGENCIES","72","2196","1","Steel","I beams","1992","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","6 - Satisfactory","7 - Good","N - Not applicable.","SPC","null"
"L","Fair","2278","02720303541001","ALLEGHENY","Findlay Township","203001 .5 M WEST/SR 0060","ATEN RD","INDUSTRY DRIVE","TOWN OR TOWNSHIP HIGHWAY AGENCY","102","3723","1","Prestressed precast concrete (P/S)","Box beam - adj","1980","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","5 - Fair","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2286","02720363462484","ALLEGHENY","Findlay Township","MX04 2 MI E OF CLINTON RD","CLINTON-ENLOW RD","MONTOUR RUN NORTH BRANCH","COUNTY HIGHWAY AGENCY","26","923","1","Concrete (cast in place)","Slab (solid)","1960","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2288","02720363472480","ALLEGHENY","Findlay Township","MT20   MONTOUR RUN NO. 20","ENLOW RD","MONTOUR RUN","COUNTY HIGHWAY AGENCY","23","593.40","1","Concrete (cast in place)","Slab (solid)","1934","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2289","02720363472481","ALLEGHENY","Findlay Township","MX01 0.2 Mi N of McClaren","ENLOW ROAD","MONTOUR RUN,NORTH BRANCH","COUNTY HIGHWAY AGENCY","30","765","1","Concrete (cast in place)","Slab (solid)","1934","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2295","02720442432583","ALLEGHENY","Forward Township","PG03  PANGBURN HOLLOW #3","PANGBURN HOLLOW RD","PERRY MILL RUN","COUNTY HIGHWAY AGENCY","27","899.10","1","Concrete (cast in place)","Slab (solid)","1978","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2296","02720442432588","ALLEGHENY","Forward Township","PG08   PANGBURN HOLLOW #8","PANGBURN HOLLOW RD","PERRY MILL RUN","COUNTY HIGHWAY AGENCY","37","1317.20","1","Concrete (cast in place)","Slab (solid)","1979","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","5 - Fair","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2304","02720700001002","ALLEGHENY","Hampton Township","207002 ROYAL VIEW DR BRDG","ROYAL VIEW DR","CROUSE RUN","TOWN OR TOWNSHIP HIGHWAY AGENCY","28","842.80","1","Steel","I beams","1920","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2306","02720700001004","ALLEGHENY","Hampton Township","207004 CROUSE RUN NO 7","SOUTH PIONEER RD","CROUSE RUN","TOWN OR TOWNSHIP HIGHWAY AGENCY","24","840","1","Concrete (precast)","Arch deck - closed","2003","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2309","02720700002202","ALLEGHENY","Hampton Township","GH02   GOURDHEAD NO. 2","OLD ROUTE 8","GOURDHEAD RUN","COUNTY HIGHWAY AGENCY","35","980","1","Concrete (cast in place)","Arch deck - closed","1914","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","6 - Satisfactory","5 - Fair","N - Not applicable.","SPC","null"
"L","Fair","2315","02720800002124","ALLEGHENY","Harmar Township","DE04   DEER CREEK NO. 4","RICH HILL RD","DEER CREEK","COUNTY HIGHWAY AGENCY","62","1698.80","1","Prestressed precast concrete (P/S)","Box beam - (spread)","1978","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","8 - Very Good","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2318","02720900002154","ALLEGHENY","Indiana Township","DL04   LIT DEER CRK NO. 4","VOSKAMP DRIVE","LITTLE DEER CREEK","COUNTY HIGHWAY AGENCY","43","524.60","1","Prestressed precast concrete (P/S)","Box beam - adj","1910","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","5 - Fair","5 - Fair","N - Not applicable.","SPC","null"
"L","Fair","2323","02721200001002","ALLEGHENY","Marshall Township","212002 BRUSH CREEK BRIDGE","NORTHGATE DR","BRUSH CREEK","TOWN OR TOWNSHIP HIGHWAY AGENCY","27","1128.60","1","Other","Other","1929","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","5 - Fair","5 - Fair","5 - Fair","SPC","null"
"L","Fair","2324","02721200002774","ALLEGHENY","Marshall Township","SB04   BIG SEWICKLEYCR# 4","ACCESS RD","BIG SEWICKLEY CREEK","COUNTY HIGHWAY AGENCY","33","636.90","1","Steel","I-riveted beams","1885","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2325","02721200002776","ALLEGHENY","Marshall Township","SB06   BIG SEWICKLEYCR# 6","MCCARTNEY LANE","BIG SEWICKLEY CREEK","COUNTY HIGHWAY AGENCY","32","531.20","1","Steel","Girder riv/thru","1900","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2327","02721213252780","ALLEGHENY","Marshall Township","SB10   BIG SEWICKLEYCR#10","WARENDALE-BAYNE RD","BIG SEWICKLEY CREEK","COUNTY HIGHWAY AGENCY","35","1277.50","1","Concrete (cast in place)","Rigid frame","1929","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","5 - Fair","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2332","02721303001001","ALLEGHENY","Moon Township","213001 N FLAUGHERTY RN RD","N-FLAUGHERTY-RN RD","BOGGS RUN","TOWN OR TOWNSHIP HIGHWAY AGENCY","25","682.50","1","Prestressed precast concrete (P/S)","Slab (solid)","1960","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2335","02721360752406","ALLEGHENY","Moon Township","MC06   MCCLARENS RUN # 6","CORAOPOLIS IMP. RD","MC CLARENS RUN","COUNTY HIGHWAY AGENCY","26","572","1","Steel","Pipe-arch culvert","1983","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","null"
"L","Fair","2345","02721600002659","ALLEGHENY","Pine Township","PN09   PINE CREEK,N FK,#9","N-PARK ICE RINK RD","PINE CREEK NORTH FORK","COUNTY HIGHWAY AGENCY","42","1117.20","1","Concrete (cast in place)","Slab (solid)","1965","POSTED FOR LOAD","15","27","5 - Fair","5 - Fair","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2346","02721610482652","ALLEGHENY","Pine Township","PN02 PINE CREEK, N. BR.#2","BROWN RD","PINE CREEK NORTH BRANCH","COUNTY HIGHWAY AGENCY","30","699","1","Concrete (cast in place)","Arch deck - closed","1921","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","5 - Fair","5 - Fair","N - Not applicable.","SPC","null"
"L","Fair","2347","02721611702656","ALLEGHENY","Pine Township","PN06 PINE CREEK, N. BR.#6","KUMMER RD","PINE CREEK NORTH BRANCH","COUNTY HIGHWAY AGENCY","36","936","1","Concrete (cast in place)","Frame culvert","1935","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","null"
"L","Fair","2354","02721900001003","ALLEGHENY","South Park Township","219003 SOUTH PARK TWP","WOOD ST","PINEY FORK CREEK","TOWN OR TOWNSHIP HIGHWAY AGENCY","27","696.60","1","Steel","I beams","1940","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","5 - Fair","5 - Fair","N - Not applicable.","SPC","null"
"L","Fair","2355","02721900001004","ALLEGHENY","South Park Township","219004 200 N INT BRWNVLE","PLEASANT ST","PINEY FORK CREEK","TOWN OR TOWNSHIP HIGHWAY AGENCY","57","2211.60","1","Prestressed precast concrete (P/S)","Box beam - (spread)","2002","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2360","02721903152571","ALLEGHENY","South Park Township","PF01   PINEY FORK # 1","TRIPHAMMER RD T315","PINEY FORK","COUNTY HIGHWAY AGENCY","30","660","1","Masonry","Arch deck - closed","1902","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","6 - Satisfactory","5 - Fair","N - Not applicable.","SPC","null"
"L","Fair","2365","02721950492576","ALLEGHENY","South Park Township","PF06   PINEY FORK NO. 6","BROWNSVILL-LIBR RD","PINEY FORK CREEK","COUNTY HIGHWAY AGENCY","35","1277.50","1","Concrete (cast in place)","Arch deck - closed","1914","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","5 - Fair","5 - Fair","N - Not applicable.","SPC","null"
"L","Fair","2367","02721950652103","ALLEGHENY","South Park Township","CT03   CATFISH RUN NO. 3","CORRIGAN DR","CATFISH RUN","COUNTY HIGHWAY AGENCY","25","1932.50","1","Concrete (precast)","Box beam - (spread)","1920","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","5 - Fair","N - Not applicable.","SPC","null"
"L","Fair","2370","02721951922105","ALLEGHENY","South Park Township","CT05   CATFISH RUN NO. 5","MAPLE SPRING DR","CATFISH RUN","COUNTY HIGHWAY AGENCY","20","808","1","Steel","Arch deck - closed","1936","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","5 - Fair","5 - Fair","N - Not applicable.","SPC","null"
"L","Fair","2373","02722000002049","ALLEGHENY","West Deer Township","BF09   BULL CREEK NO. 9","DAWSON RD","BULL CREEK","COUNTY HIGHWAY AGENCY","45","1147.50","1","Prestressed precast concrete (P/S)","Box beam - adj","1894","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","9 - Excellent","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2374","02722000002132","ALLEGHENY","West Deer Township","DE12   DEER CREEK NO. 12","CLENDENNING RD","DEER CREEK","COUNTY HIGHWAY AGENCY","32","832","1","Prestressed precast concrete (P/S)","Box beam - adj","1893","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","5 - Fair","7 - Good","N - Not applicable.","SPC","null"
"L","Fair","2375","02722000002133","ALLEGHENY","West Deer Township","DE13   DEER CREEK NO. 13","MCINTYRE RD","DEER CREEK","COUNTY HIGHWAY AGENCY","34","850","1","Prestressed precast concrete (P/S)","Box beam - adj","1889","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","5 - Fair","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2381","02730100002012","ALLEGHENY","Pittsburgh City","AL02   6 ST TO NORTH SIDE","SIXTH STREET BR","10TH ST BYPASS,ALLEGH RV","COUNTY HIGHWAY AGENCY","995","37810","5","Steel","Suspension","1928","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","5 - Fair","5 - Fair","N - Not applicable.","SPC","null"
"L","Fair","2382","02730100002013","ALLEGHENY","Pittsburgh City","AL03   7TH ST BRIDGE","SEVENTH STREET BR","ALLEGH RIV,10 ST BY-PASS","COUNTY HIGHWAY AGENCY","1061","39787.50","6","Steel","Suspension","1926","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","6 - Satisfactory","5 - Fair","N - Not applicable.","SPC","null"
"L","Fair","2383","02730100002014","ALLEGHENY","Pittsburgh City","AL04   9TH ST BRIDGE","NINTH STREET BR","ALLEGH RIV,10 ST BY-PASS","COUNTY HIGHWAY AGENCY","995","37810","5","Steel","Suspension","1926","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","6 - Satisfactory","7 - Good","N - Not applicable.","SPC","null"
"L","Fair","2384","02730100002015","ALLEGHENY","Pittsburgh City","AL05   16TH ST BRIDGE","SIXTEENTHSTREET BR","SMALLMAN ST, ALLEG. RIV.","COUNTY HIGHWAY AGENCY","1900","113240","34","Steel","Arch - thru","1922","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","5 - Fair","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2385","02730100002062","ALLEGHENY","McKees Rocks Borough","CC02   CHARTIERS CRK # 2","WINDGAP AV","EDMORE&CRKRD,RR'S&CHARCK","COUNTY HIGHWAY AGENCY","855","35482.50","7","Steel","I-welded beams","1985","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","6 - Satisfactory","7 - Good","N - Not applicable.","SPC","null"
"L","Fair","2386","02730100002262","ALLEGHENY","Pittsburgh City","IV01   IVORY AVENUE NO. 1","IVORY AV","I279 RAMP J & TRUCK US19","COUNTY HIGHWAY AGENCY","186","7774.80","1","Steel","I-welded beams","1986","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2388","02730100002391","ALLEGHENY","Pittsburgh City","MA11   SOUTH 10TH ST BRDG","TENTH STREET BR","I376 AND CSX RR","COUNTY HIGHWAY AGENCY","1275","53550","3","Steel","Suspension","1933","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2389","02730100002498","ALLEGHENY","Pittsburgh City","OK03   OAKWOOD RUN NO. 3","OAKWOOD RD","PENSDALE ST,OAKWOOD RUN","COUNTY HIGHWAY AGENCY","354","13452","3","Steel","I-welded beams","1984","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","6 - Satisfactory","7 - Good","N - Not applicable.","SPC","null"
"L","Fair","2390","02730100002856","ALLEGHENY","Pittsburgh City","SW06 SAW MILL RUN NO. 6","COLERAIN ST","SAW MILL RUN STREAM","COUNTY HIGHWAY AGENCY","33","976.80","1","Prestressed precast concrete (P/S)","Box beam - adj","1920","OPEN, NO RESTRICTION","0","0","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","null"
"L","Fair","2391","02730100002862","ALLEGHENY","Pittsburgh City","SZ02   STREETS RUN #2","RAMP ST","STREETS RUN","COUNTY HIGHWAY AGENCY","34","1251.20","1","Prestressed precast concrete (P/S)","Box beam - adj","1981","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","6 - Satisfactory","7 - Good","N - Not applicable.","SPC","null"
"L","Fair","2392","02730100003001","ALLEGHENY","Pittsburgh City","301001 NEAR NEPTUNE","ALEXANDER ST","SAW MILL RUN","CITY, MUNICIPAL, HIGHWAY AGENCY, OR BOROUGH","42","495.60","1","Steel","Girder riv/thru","1924","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","5 - Fair","5 - Fair","N - Not applicable.","SPC","null"
